"","infected.treated.24hr.1","infected.treated.24hr.2","infected.treated.24hr.3","infected.treated.24hr.4","infected.treated.24hr.5","infected.untreated.24hr.1","infected.untreated.24hr.2","infected.untreated.24hr.3","infected.untreated.24hr.4","infected.untreated.24hr.5","uninfected.treated.24hr.1","uninfected.treated.24hr.2","uninfected.treated.24hr.3","uninfected.treated.24hr.4","uninfected.treated.24hr.5","uninfected.untreated.24hr.1","uninfected.untreated.24hr.2","uninfected.untreated.24hr.3","uninfected.untreated.24hr.4","uninfected.untreated.24hr.5"
"ENSG00000011007",81,134,64,55,63,41,42,60,62,64,74,73,117,92,75,59,46,56,58,64
"ENSG00000011009",5,4,0,1,0,2,1,8,5,8,5,0,3,2,1,0,0,0,0,8
"ENSG00000011021",7,11,2,3,7,1,3,9,7,15,6,2,8,12,0,5,2,0,1,4
"ENSG00000011028",57,107,19,16,14,19,10,94,132,127,122,39,108,133,31,38,28,12,23,71
"ENSG00000011052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011083",1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011105",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011114",15,38,8,9,8,6,4,15,24,27,11,9,28,25,3,6,5,5,5,30
"ENSG00000011132",5,7,0,0,1,0,1,5,7,10,0,2,2,6,0,1,0,0,0,2
"ENSG00000011143",2,2,0,1,0,0,1,0,2,2,1,3,4,0,1,2,0,0,0,2
"ENSG00000011198",0,4,2,0,0,0,0,1,1,1,0,3,2,2,0,1,0,1,0,2
"ENSG00000011201",12,27,1,0,1,0,0,5,16,17,6,6,11,14,3,2,0,0,0,8
"ENSG00000011243",22,44,12,7,7,12,10,30,47,39,35,24,38,45,18,23,13,10,14,33
"ENSG00000011258",6,4,3,2,4,2,1,5,4,6,12,1,6,10,4,10,6,1,0,14
"ENSG00000011260",19,31,10,9,5,7,4,9,7,20,14,21,28,31,10,13,13,4,13,38
"ENSG00000011275",16,31,3,0,1,0,1,21,27,21,18,4,24,27,3,3,3,0,1,21
"ENSG00000011295",49,59,39,45,54,27,26,29,21,38,47,45,64,69,67,37,46,44,52,29
"ENSG00000011304",99,149,69,81,106,65,40,77,86,103,227,147,206,203,205,143,104,109,140,168
"ENSG00000011332",3,2,5,2,3,0,1,1,2,1,2,0,1,2,3,2,0,0,1,1
"ENSG00000011347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000011376",6,9,1,0,0,0,0,4,3,4,9,2,9,6,2,5,4,0,0,20
"ENSG00000011405",13,27,2,0,5,1,1,3,8,22,8,8,16,19,4,2,3,4,4,20
"ENSG00000011422",5,13,2,0,3,0,3,15,20,19,3,1,4,4,4,2,0,2,1,8
"ENSG00000011426",4,7,1,2,1,7,1,16,14,28,6,8,13,8,3,17,12,9,10,68
"ENSG00000011451",9,8,3,3,3,1,2,11,12,12,7,0,12,11,7,3,6,1,6,10
"ENSG00000011454",14,33,2,1,2,2,1,8,9,14,10,5,14,24,4,2,1,0,1,9
"ENSG00000011465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011478",2,2,3,3,1,1,1,2,0,2,2,1,3,4,0,0,0,1,0,2
"ENSG00000011485",5,11,0,1,0,3,0,11,11,20,9,4,3,8,0,8,3,3,4,19
"ENSG00000011523",65,56,57,61,71,56,50,47,36,55,64,71,93,80,83,54,44,49,54,35
"ENSG00000011566",2,10,1,0,0,0,0,1,3,4,2,4,8,5,1,1,2,0,0,6
"ENSG00000011590",3,4,5,7,2,8,5,5,3,2,5,6,9,11,10,3,6,10,6,6
"ENSG00000011600",32,61,4,3,2,4,3,66,87,90,45,21,48,44,10,21,10,7,8,55
"ENSG00000011638",0,1,0,0,0,0,0,2,1,3,4,2,1,0,0,2,0,0,0,2
"ENSG00000011677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000012048",32,39,16,17,35,39,33,49,34,79,44,63,28,36,26,61,51,50,72,104
"ENSG00000012061",245,260,202,230,253,176,58,57,52,96,275,237,299,262,322,395,339,441,426,345
"ENSG00000012124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000012171",1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000012174",1,8,1,0,0,0,0,2,0,4,3,2,6,3,0,1,0,0,0,5
"ENSG00000012211",3,4,0,0,0,0,2,3,5,6,2,1,4,1,1,5,1,1,0,5
"ENSG00000012223",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000012232",9,14,4,0,2,2,0,4,4,4,4,3,7,11,2,6,1,1,1,7
"ENSG00000012504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000012660",17,43,2,4,4,6,3,15,13,23,16,15,35,37,8,16,10,5,3,46
"ENSG00000012779",5,20,1,0,0,5,1,20,31,34,14,3,7,10,2,7,2,0,1,10
"ENSG00000012817",18,36,2,0,2,4,3,18,18,52,18,23,41,33,5,16,9,1,3,34
"ENSG00000012822",5,8,1,1,1,1,1,11,18,25,3,2,8,9,5,4,1,0,1,4
"ENSG00000012963",5,7,4,8,6,5,4,9,13,26,6,17,13,12,7,15,10,8,12,31
"ENSG00000012983",1,9,1,1,1,1,0,2,2,4,10,6,11,13,4,2,0,0,0,6
"ENSG00000013016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000013275",14,32,4,1,4,0,0,12,12,14,13,9,18,25,7,9,2,0,3,10
"ENSG00000013288",13,28,8,9,8,13,4,20,24,36,25,11,18,25,14,12,14,6,3,40
"ENSG00000013293",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000013297",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
"ENSG00000013306",12,16,1,0,0,0,1,3,3,11,9,1,10,17,3,5,3,0,3,16
"ENSG00000013364",11,16,10,7,8,6,6,15,32,48,18,10,14,14,15,12,4,5,10,20
"ENSG00000013374",16,22,0,0,0,11,20,24,29,45,19,9,20,19,5,25,5,8,11,43
"ENSG00000013375",67,75,67,68,53,83,60,74,55,90,87,106,144,123,118,105,79,122,110,114
"ENSG00000013392",12,12,21,15,15,1,6,2,6,2,6,8,8,11,4,1,0,2,0,4
"ENSG00000013441",16,24,2,1,1,3,5,40,40,50,20,11,43,23,7,9,1,1,1,35
"ENSG00000013503",2,3,2,0,1,0,0,0,0,1,5,2,4,7,0,2,0,1,1,3
"ENSG00000013523",4,8,2,0,2,0,3,0,5,4,6,2,8,5,1,4,0,1,0,6
"ENSG00000013561",8,22,1,1,0,0,0,5,11,17,7,9,15,18,5,2,3,1,1,14
"ENSG00000013563",58,67,54,72,67,70,48,43,52,82,68,69,62,61,75,56,52,70,84,55
"ENSG00000013573",1,3,0,1,1,5,1,8,6,14,4,2,6,5,1,9,5,4,2,14
"ENSG00000013583",10,12,0,0,1,0,0,1,4,2,1,6,11,14,0,0,0,0,2,7
"ENSG00000013588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000013619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000013725",11,14,16,16,10,15,14,15,18,26,12,16,17,14,17,7,8,8,7,9
"ENSG00000013810",4,10,2,3,1,11,1,32,44,49,28,12,19,13,8,17,17,16,18,85
"ENSG00000014123",6,15,2,4,2,2,4,5,6,13,13,11,21,16,3,6,3,3,1,18
"ENSG00000014138",11,10,12,4,5,3,5,5,3,12,6,4,3,7,2,8,1,2,1,16
"ENSG00000014164",5,8,2,0,0,5,2,6,12,16,6,2,8,5,1,2,0,1,1,2
"ENSG00000014216",10,13,3,8,9,13,20,26,52,65,25,14,31,28,10,23,6,16,10,38
"ENSG00000014257",1,2,0,0,3,1,1,2,3,9,1,0,0,0,0,2,1,2,0,4
"ENSG00000014641",22,51,1,4,4,5,4,25,40,88,42,25,40,62,22,12,15,4,6,88
"ENSG00000014824",15,30,1,0,0,0,1,7,9,19,12,14,23,24,0,7,2,1,0,37
"ENSG00000014914",2,2,0,0,0,0,0,0,4,5,2,2,1,2,0,1,0,1,0,1
"ENSG00000014919",23,32,16,19,28,24,9,14,10,25,29,21,52,39,32,19,24,17,18,40
"ENSG00000015133",10,13,2,3,0,4,0,11,10,12,7,0,6,14,4,4,7,2,1,13
"ENSG00000015153",0,1,1,0,0,1,1,3,3,6,0,3,3,7,0,0,1,2,0,1
"ENSG00000015171",13,20,5,0,2,1,1,5,5,18,16,14,17,20,5,13,7,4,6,30
"ENSG00000015285",5,27,4,3,10,10,8,24,37,42,20,14,22,17,5,15,5,3,7,33
"ENSG00000015413",0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
"ENSG00000015475",26,52,23,18,18,13,16,23,33,50,35,28,39,21,30,16,12,14,26,29
"ENSG00000015479",0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0
"ENSG00000015520",1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000015532",10,9,4,8,3,3,3,2,12,14,10,1,9,10,3,7,4,7,4,10
"ENSG00000015568",26,39,13,5,14,7,3,19,15,15,30,18,45,28,13,9,9,6,9,30
"ENSG00000015592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000015676",3,12,0,0,2,1,0,3,6,12,12,5,11,14,2,6,3,0,2,17
"ENSG00000016082",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000016391",1,1,1,1,2,4,0,1,0,0,2,8,4,4,3,0,0,0,1,1
"ENSG00000016402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000016490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000016602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000016864",56,79,33,42,58,67,36,29,20,44,92,83,82,73,82,81,80,90,121,117
"ENSG00000017260",42,79,29,22,42,30,29,26,23,46,71,59,78,79,70,67,27,43,61,71
"ENSG00000017427",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"ENSG00000017483",0,1,0,0,0,0,0,0,2,1,0,2,2,1,0,2,1,1,0,2
"ENSG00000017797",29,47,6,10,10,12,6,27,35,58,31,30,44,54,15,24,14,4,4,53
"ENSG00000018189",8,16,2,2,6,3,2,2,0,7,8,8,9,14,4,0,0,3,3,4
"ENSG00000018236",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
"ENSG00000018280",4,6,2,3,2,5,7,1,11,8,6,4,8,6,7,9,4,4,6,12
"ENSG00000018408",18,13,13,12,10,13,18,9,8,18,10,10,23,19,20,29,14,23,22,22
"ENSG00000018510",20,26,5,7,15,7,4,6,9,28,24,23,33,27,9,8,11,6,9,39
"ENSG00000018607",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000018610",2,9,0,1,0,0,0,4,3,8,2,3,13,6,1,2,0,0,2,5
"ENSG00000018625",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000018699",0,5,0,0,0,0,0,1,3,6,0,1,2,4,3,1,0,0,0,6
"ENSG00000018869",1,1,2,3,0,0,0,0,0,2,1,4,1,1,2,1,3,2,2,2
"ENSG00000019102",9,13,15,15,26,132,131,112,57,131,61,35,45,43,70,110,93,112,123,84
"ENSG00000019144",5,8,1,2,1,5,2,16,16,7,5,3,4,2,1,3,3,2,1,7
"ENSG00000019169",0,0,1,1,0,0,2,1,2,4,2,2,11,6,4,4,2,1,2,5
"ENSG00000019186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000019485",0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1
"ENSG00000019505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000019549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000019582",17,40,6,2,1,3,13,64,83,98,33,8,30,28,5,18,5,1,7,43
"ENSG00000019991",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
"ENSG00000019995",50,71,44,48,59,49,19,17,18,29,73,82,107,79,82,42,52,61,69,57
"ENSG00000020129",7,16,7,4,13,4,2,7,8,12,15,9,5,12,15,10,11,6,12,14
"ENSG00000020181",295,390,257,249,326,371,374,441,475,556,349,298,386,396,313,345,239,256,319,321
"ENSG00000020219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000020256",0,2,1,1,0,0,1,2,4,3,2,3,6,2,1,1,0,1,0,9
"ENSG00000020426",3,7,0,0,0,1,1,5,5,5,2,6,11,7,1,2,1,0,0,9
"ENSG00000020577",2,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000020633",16,19,8,7,2,4,1,24,31,30,13,10,18,16,4,4,4,1,3,12
"ENSG00000020922",5,14,0,0,2,1,0,12,9,12,15,10,13,13,4,8,7,0,2,24
"ENSG00000021300",2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0
"ENSG00000021355",7,9,0,3,1,2,0,11,15,22,7,5,9,14,5,6,2,2,1,10
"ENSG00000021461",0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000021488",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000021574",2,8,4,3,4,4,0,6,2,3,9,6,15,10,6,3,5,8,6,12
"ENSG00000021645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000021762",3,12,1,4,0,9,1,25,21,34,11,2,6,6,2,18,12,11,9,23
"ENSG00000021776",9,25,1,2,0,0,1,8,7,16,10,12,14,20,2,9,7,2,2,38
"ENSG00000021826",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
"ENSG00000021852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000022267",5,8,1,2,2,3,0,4,6,4,1,0,7,2,1,5,1,2,0,7
"ENSG00000022277",14,33,2,1,5,7,7,40,43,52,17,12,29,28,5,25,15,2,4,48
"ENSG00000022355",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000022556",3,3,0,0,0,0,1,1,1,0,3,1,2,2,0,2,1,0,0,1
"ENSG00000022567",18,29,25,32,52,373,268,281,191,399,149,60,84,80,197,531,446,452,515,386
"ENSG00000022840",18,44,11,7,13,5,3,21,20,44,24,15,34,49,12,18,12,14,13,22
"ENSG00000022976",42,40,39,26,26,14,14,11,17,20,23,20,35,42,21,15,14,11,23,19
"ENSG00000023041",139,152,142,130,122,114,108,83,92,114,91,74,102,91,112,133,132,137,120,184
"ENSG00000023171",11,24,9,6,8,8,9,21,9,21,31,24,32,27,17,15,13,16,27,31
"ENSG00000023191",68,76,22,31,26,21,16,34,48,62,82,37,78,77,58,34,32,12,17,83
"ENSG00000023228",5,29,3,2,2,5,1,11,14,17,14,10,28,30,6,5,4,2,1,41
"ENSG00000023287",11,22,1,1,0,1,0,11,13,20,18,10,19,31,2,6,1,1,2,22
"ENSG00000023318",39,73,13,20,13,14,9,31,39,73,48,25,56,55,18,34,15,13,14,62
"ENSG00000023330",22,41,3,3,5,10,5,56,79,90,18,13,15,20,1,8,4,2,2,14
"ENSG00000023445",4,10,0,0,1,1,3,7,16,3,0,0,1,1,0,0,0,0,0,0
"ENSG00000023516",10,19,0,0,1,2,2,6,0,9,8,8,19,17,3,4,6,0,1,22
"ENSG00000023572",2,11,1,0,0,0,0,1,3,3,3,1,3,7,0,2,1,0,0,8
"ENSG00000023608",3,5,0,0,0,1,1,15,5,9,5,1,4,4,2,0,0,0,0,11
"ENSG00000023697",0,2,0,1,0,1,0,1,0,4,2,2,5,0,0,1,2,0,1,4
"ENSG00000023734",9,20,2,2,0,1,0,2,4,8,7,7,15,10,2,9,0,1,0,14
"ENSG00000023839",1,3,0,0,1,0,0,0,0,1,0,1,5,3,0,0,0,0,0,0
"ENSG00000023892",4,16,5,2,1,10,6,33,40,51,25,17,16,22,13,24,10,4,8,29
"ENSG00000023902",44,65,10,6,5,6,8,32,54,53,39,19,32,37,7,8,6,2,6,23
"ENSG00000023909",25,52,4,4,8,0,0,5,2,2,6,22,18,27,4,1,2,0,1,12
"ENSG00000024048",11,31,1,1,2,2,1,8,11,25,12,6,27,31,2,8,5,2,0,23
"ENSG00000024422",3,4,0,0,0,0,1,2,4,6,1,1,2,0,0,3,1,0,1,1
"ENSG00000024526",2,1,0,2,0,1,2,0,0,3,2,4,7,1,0,2,0,0,2,16
"ENSG00000024862",1,6,1,1,0,5,2,8,7,14,3,3,8,6,1,6,2,1,3,3
"ENSG00000025039",25,64,9,7,0,1,1,24,19,40,38,25,51,49,11,10,2,1,5,28
"ENSG00000025156",2,8,0,2,0,0,0,2,6,7,8,1,5,6,0,1,0,0,0,11
"ENSG00000025293",19,20,1,3,6,4,1,8,19,34,17,10,13,15,8,5,5,0,5,22
"ENSG00000025423",11,12,10,25,27,99,40,59,30,62,29,37,33,31,62,131,133,148,143,113
"ENSG00000025434",35,33,44,47,49,23,28,33,34,35,29,24,37,33,29,18,29,27,30,29
"ENSG00000025708",20,41,5,11,7,16,12,16,18,27,26,9,21,20,10,25,16,20,24,18
"ENSG00000025770",3,7,0,1,0,0,1,7,14,18,5,1,10,3,1,5,2,0,2,18
"ENSG00000025772",7,17,4,3,6,8,5,8,12,6,9,5,13,15,6,9,11,9,13,14
"ENSG00000025796",64,126,16,11,12,10,12,56,50,79,80,58,116,116,20,51,29,12,13,150
"ENSG00000025800",12,7,1,3,2,3,0,8,9,10,8,5,16,10,1,2,3,0,1,15
"ENSG00000026025",9,12,0,3,8,37,24,98,85,151,10,5,5,6,7,31,21,18,25,49
"ENSG00000026036",6,6,7,9,22,7,4,3,1,3,14,10,11,13,14,2,2,6,9,2
"ENSG00000026103",1,0,0,0,0,3,0,2,0,2,1,0,0,0,0,2,1,0,1,2
"ENSG00000026297",16,19,0,0,3,19,15,121,121,185,24,13,20,19,7,13,15,6,9,40
"ENSG00000026508",37,86,7,4,5,7,10,54,86,73,26,12,36,28,6,8,3,1,2,39
"ENSG00000026559",2,4,3,0,2,0,0,0,2,5,2,2,2,5,0,0,1,1,0,1
"ENSG00000026652",7,10,4,3,2,5,3,9,8,11,5,4,14,6,2,4,4,0,5,5
"ENSG00000026751",4,4,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000026950",0,2,0,1,0,0,0,4,1,0,0,1,3,2,0,0,0,0,0,1
"ENSG00000027001",2,0,1,0,1,0,0,1,0,1,1,1,0,1,2,2,2,1,1,4
"ENSG00000027075",0,5,0,2,1,0,0,2,5,5,1,1,3,1,0,2,2,1,0,1
"ENSG00000027644",4,4,4,4,4,2,4,3,3,3,14,7,5,6,13,0,1,1,5,1
"ENSG00000027697",19,49,3,2,4,2,3,17,19,38,23,16,53,41,3,7,4,0,0,20
"ENSG00000027847",6,4,3,1,4,5,2,2,7,6,7,5,10,13,4,1,1,3,2,11
"ENSG00000027869",1,0,0,2,0,0,0,0,1,0,1,0,2,3,2,0,0,1,1,2
"ENSG00000028116",63,75,50,56,70,115,66,64,38,85,80,102,106,78,76,209,205,200,240,241
"ENSG00000028137",21,42,4,2,3,14,11,116,169,189,14,4,11,12,3,6,5,0,3,16
"ENSG00000028203",1,11,2,1,2,0,0,2,2,6,3,3,4,7,2,1,0,2,2,5
"ENSG00000028277",18,31,14,6,8,7,7,18,42,21,7,8,4,3,0,9,3,1,1,14
"ENSG00000028310",34,46,26,12,27,42,18,33,30,55,37,30,40,42,31,72,60,69,67,68
"ENSG00000028528",27,40,3,1,4,4,2,28,32,52,24,17,29,35,7,15,5,1,2,35
"ENSG00000028839",2,5,0,0,0,0,0,2,0,4,3,1,1,3,2,1,0,0,1,1
"ENSG00000029153",3,7,1,2,1,0,0,1,1,3,5,1,5,1,1,1,1,0,0,7
"ENSG00000029363",48,90,9,4,13,12,10,71,74,149,74,48,87,100,12,62,36,12,16,214
"ENSG00000029364",272,362,308,320,329,383,249,214,237,296,369,446,493,438,472,648,513,609,636,543
"ENSG00000029534",39,50,61,73,86,290,179,177,95,213,109,69,80,68,161,393,337,359,395,305
"ENSG00000029559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000029639",0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,1,0,2,1,3
"ENSG00000029725",16,32,7,9,8,14,7,11,9,17,24,14,28,40,13,24,18,10,24,35
"ENSG00000029993",5,13,1,1,2,1,0,13,11,10,8,5,10,10,4,13,4,1,1,26
"ENSG00000030066",3,15,0,1,1,3,0,8,6,21,7,4,14,10,1,11,4,0,3,38
"ENSG00000030110",6,18,4,0,0,2,1,3,18,9,10,5,15,16,1,3,1,1,1,8
"ENSG00000030304",1,0,2,2,1,0,0,0,1,1,1,3,2,0,0,0,0,2,0,1
"ENSG00000030419",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
"ENSG00000030582",55,116,11,1,4,9,9,130,156,192,111,29,106,116,17,37,20,6,4,112
"ENSG00000031003",19,36,5,3,4,5,3,15,18,42,24,19,52,32,6,9,5,6,7,58
"ENSG00000031081",38,38,18,23,22,19,13,19,38,36,24,21,26,21,18,14,13,10,14,16
"ENSG00000031691",0,8,2,0,1,0,1,4,6,15,1,0,10,3,1,5,1,0,2,19
"ENSG00000031698",63,102,27,12,14,3,6,27,42,43,59,52,77,92,22,18,16,6,7,57
"ENSG00000031823",9,25,6,2,0,4,2,10,13,14,12,8,18,10,3,5,1,1,4,14
"ENSG00000032219",17,29,3,2,8,3,5,31,22,36,25,18,52,24,6,10,5,4,6,46
"ENSG00000032389",6,6,3,2,1,1,5,5,5,8,9,2,7,7,3,5,8,5,3,13
"ENSG00000032444",9,20,3,2,1,2,1,9,22,18,21,6,11,12,5,1,0,3,3,14
"ENSG00000032742",7,4,0,0,0,0,0,4,3,4,3,2,3,3,1,4,1,0,0,4
"ENSG00000033011",174,188,160,163,167,80,28,18,18,21,196,215,220,186,249,174,147,179,184,151
"ENSG00000033030",9,18,0,0,1,1,0,9,5,17,5,7,10,15,3,4,0,0,2,20
"ENSG00000033050",17,43,2,6,4,1,0,13,13,20,19,10,28,18,3,6,6,2,4,23
"ENSG00000033100",24,34,9,15,7,3,2,6,14,12,13,7,20,12,4,7,3,2,2,8
"ENSG00000033122",19,13,8,13,18,13,15,13,7,15,23,28,30,18,32,19,26,20,18,28
"ENSG00000033170",19,29,13,18,21,6,4,7,6,13,27,37,40,29,36,15,13,6,10,22
"ENSG00000033178",9,18,3,0,1,0,0,10,6,15,6,5,21,17,2,2,1,2,0,25
"ENSG00000033327",70,125,41,41,50,18,18,39,52,53,95,81,134,127,53,31,15,33,34,55
"ENSG00000033627",14,26,0,2,1,1,1,10,9,15,17,12,17,21,2,4,6,2,1,15
"ENSG00000033800",268,267,239,241,293,188,155,162,137,230,278,288,339,292,310,218,228,227,242,205
"ENSG00000033867",1,10,1,0,0,0,0,0,0,3,3,4,5,11,2,0,0,0,0,9
"ENSG00000034053",3,23,5,1,3,1,2,9,31,26,13,3,7,9,2,10,1,2,4,17
"ENSG00000034152",3,5,0,0,0,1,0,4,9,10,1,1,3,3,0,1,1,0,0,4
"ENSG00000034239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000034510",93,116,18,12,6,28,16,166,199,256,96,52,79,76,25,48,24,7,19,131
"ENSG00000034533",59,56,49,51,66,36,29,31,51,53,61,55,75,57,66,39,29,33,41,32
"ENSG00000034677",16,39,3,5,5,10,6,19,26,37,35,23,35,48,18,20,18,16,16,44
"ENSG00000034693",2,3,2,1,1,0,0,1,2,1,0,5,10,3,1,2,0,1,0,1
"ENSG00000034713",9,10,2,2,3,3,3,3,9,12,9,2,11,10,1,3,5,2,1,13
"ENSG00000034971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000035115",4,6,2,1,0,0,1,1,3,5,1,3,4,6,1,3,1,2,0,8
"ENSG00000035141",10,17,0,4,2,10,7,11,6,8,7,10,17,16,3,7,5,8,8,17
"ENSG00000035403",51,71,56,33,52,58,31,63,52,76,44,53,71,70,63,71,68,68,63,89
"ENSG00000035499",0,2,0,0,0,0,0,4,0,1,0,0,5,1,0,1,4,0,0,1
"ENSG00000035664",3,3,2,0,0,0,0,3,1,1,0,1,2,4,0,0,0,0,0,0
"ENSG00000035681",167,443,45,47,53,17,17,51,57,74,187,141,340,366,63,40,21,22,12,78
"ENSG00000035687",9,20,3,5,0,4,1,4,5,7,9,10,20,11,9,7,5,2,4,25
"ENSG00000035720",2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1
"ENSG00000035862",10,24,5,3,2,2,4,28,27,54,18,7,11,14,3,13,3,1,4,36
"ENSG00000035928",7,35,2,1,2,1,3,34,25,36,26,10,26,34,3,14,4,4,1,55
"ENSG00000036054",6,10,4,2,3,0,1,7,6,19,11,6,11,11,1,4,4,3,1,12
"ENSG00000036257",13,48,8,2,0,4,3,19,16,29,37,14,36,27,7,11,12,2,6,50
"ENSG00000036448",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"ENSG00000036473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000036530",0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000036549",17,30,2,1,4,1,1,6,9,18,32,8,33,39,3,8,3,0,0,39
"ENSG00000036565",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000036672",10,9,9,13,13,12,4,3,0,3,11,12,18,24,21,11,9,9,22,11
"ENSG00000036828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000037042",4,8,0,3,2,1,3,6,6,8,4,4,8,4,3,7,1,2,2,4
"ENSG00000037241",2,10,1,0,0,1,0,7,6,4,3,4,3,5,2,4,2,0,2,15
"ENSG00000037280",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
"ENSG00000037474",34,39,11,6,5,10,8,20,22,23,39,16,40,47,16,21,10,4,7,51
"ENSG00000037637",9,10,0,1,0,0,0,9,12,12,6,7,10,3,1,2,1,1,0,6
"ENSG00000037749",5,3,0,0,0,0,0,1,2,5,5,4,9,13,2,4,1,3,0,2
"ENSG00000037757",2,4,0,1,1,1,0,5,2,6,5,3,3,2,0,2,2,1,1,9
"ENSG00000037897",19,24,17,18,23,11,7,12,14,15,22,23,25,35,30,18,18,21,22,23
"ENSG00000037965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000038002",8,4,4,0,0,2,1,2,4,4,6,8,13,11,3,5,5,1,2,9
"ENSG00000038210",1,3,0,1,0,0,0,0,1,3,0,0,4,2,0,3,0,1,0,9
"ENSG00000038219",39,59,7,6,4,12,6,38,38,57,28,30,62,40,11,16,12,9,3,52
"ENSG00000038274",5,15,0,0,0,0,0,8,11,11,12,5,14,10,2,4,0,0,2,18
